Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Text Ratio,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/,0,text/html;charset=UTF-8,200,OK,Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,77,647,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Mental Health,13,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/index.html,130876,4288,21.738,897,443,99.33,202,130,107,85,2.115,,,,https://www.jhsph.edu/departments/mental-health/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABOUT US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/about-us/,1,text/html;charset=UTF-8,200,OK,About Us - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,88,737,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,About Us,8,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/about-us/index.html,38438,809,14.649384,147,142,31.84,148,114,23,20,1.135,,,,https://www.jhsph.edu/departments/mental-health/about-us/
https://www.jhsph.edu/departments/mental-health/about-us/epidemiology-of-mental-disorders.html,2,text/html;charset=UTF-8,200,OK,Epidemiology of Mental Disorders - About Us - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,123,1022,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Epidemiology of Mental Disorders,32,,0,Prevalence,10,Mortality,9,,,https://www.jhsph.edu/departments/mental-health/about-us/epidemiology-of-mental-disorders.html,39273,515,9.860195,8,4,0.9,162,132,24,21,1.062,,,,https://www.jhsph.edu/departments/mental-health/about-us/epidemiology-of-mental-disorders.html
https://www.jhsph.edu/departments/mental-health/about-us/index.html,2,text/html;charset=UTF-8,200,OK,About Us - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,88,737,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,About Us,8,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/about-us/index.html,38458,809,14.64176,1,1,0.22,148,115,23,20,0.671,,,,https://www.jhsph.edu/departments/mental-health/about-us/index.html
https://www.jhsph.edu/departments/mental-health/about-us/origins-of-mental-health.html,2,text/html;charset=UTF-8,200,OK,Origins of Mental Health - About Us - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,115,946,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Origins of Mental Health,24,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/about-us/origins-of-mental-health.html,54674,3319,40.799004,10,4,0.9,144,114,23,20,0.761,,,,https://www.jhsph.edu/departments/mental-health/about-us/origins-of-mental-health.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROSPECTIVE STUDENTS AND FELLOWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/,1,text/html;charset=UTF-8,200,OK,Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,112,934,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Prospective Students and Fellows,32,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/index.html,40427,651,11.693837,188,143,32.06,159,116,23,20,1.166,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/application-information/,1,text/html;charset=UTF-8,200,OK,Application Information - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,138,1133,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Application Information FAQ,27,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/application-information/index.html,41342,1072,18.140694,325,140,31.39,152,119,23,20,1.061,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/application-information/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/application-information/index.html,2,text/html;charset=UTF-8,200,OK,Application Information - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,138,1133,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Application Information FAQ,27,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/application-information/index.html,41362,1072,18.13192,1,1,0.22,152,120,23,20,0.713,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/application-information/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/certificate-programs/,2,text/html;charset=UTF-8,200,OK,Certificate Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,135,1114,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Certificate Programs,20,,0,Certificate Program in Public Mental Health Research,52,"Mental Health Policy, Economics and Services",44,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/certificate-programs/index.html,38721,667,12.627528,45,38,8.52,151,118,23,20,1.111,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/certificate-programs/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/certificate-programs/index.html,3,text/html;charset=UTF-8,200,OK,Certificate Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,135,1114,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Certificate Programs,20,,0,Certificate Program in Public Mental Health Research,52,"Mental Health Policy, Economics and Services",44,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/certificate-programs/index.html,38741,667,12.621008,1,1,0.22,151,119,23,20,0.677,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/certificate-programs/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/,1,text/html;charset=UTF-8,200,OK,Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,130,1092,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Degree Programs,15,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/index.html,38652,590,11.022563,62,42,9.42,153,119,23,20,0.855,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/ba-mhs-in-mental-health/,2,text/html;charset=UTF-8,200,OK,BA/MHS in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,156,1312,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,BA/MHS in Mental Health,23,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/ba-mhs-in-mental-health/index.html,38660,686,12.285921,16,11,2.47,151,119,23,20,0.971,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/ba-mhs-in-mental-health/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/ba-mhs-in-mental-health/index.html,3,text/html;charset=UTF-8,200,OK,BA/MHS in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,156,1312,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,BA/MHS in Mental Health,23,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/ba-mhs-in-mental-health/index.html,38680,686,12.279568,1,1,0.22,151,120,23,20,0.762,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/ba-mhs-in-mental-health/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/index.html,2,text/html;charset=UTF-8,200,OK,Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,130,1092,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Degree Programs,15,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/index.html,38672,590,11.016861,1,1,0.22,153,120,23,20,0.726,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/,2,text/html;charset=UTF-8,200,OK,MHS in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,153,1283,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,MHS in Mental Health,20,,0,PROGRAM GOALS,13,Application Deadline,20,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/index.html,41597,989,16.513983,20,13,2.91,154,122,23,20,0.995,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/course-requirements.html,3,text/html;charset=UTF-8,200,OK,Course Requirements - MHS in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,175,1474,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Course Requirements,19,,0,First Term,10,Second Term,11,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/course-requirements.html,43334,884,14.177245,4,3,0.67,153,121,23,20,2.364,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/course-requirements.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/index.html,3,text/html;charset=UTF-8,200,OK,MHS in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,153,1283,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,MHS in Mental Health,20,,0,PROGRAM GOALS,13,Application Deadline,20,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/index.html,41617,989,16.506044,1,1,0.22,154,123,23,20,0.669,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/mhs-certificate-program.html,3,text/html;charset=UTF-8,200,OK,MHS Combined with a Certificate Program - MHS in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,195,1638,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,MHS Combined with a Certificate Program,39,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/mhs-certificate-program.html,38274,565,10.674157,4,3,0.67,152,120,23,20,0.788,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/mhs-in-mental-health/mhs-certificate-program.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/,2,text/html;charset=UTF-8,200,OK,PhD in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,153,1278,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,PhD in Mental Health,20,,0,Program Goals,13,Application Deadline,20,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/index.html,42061,1067,17.79115,17,11,2.47,153,121,23,20,0.964,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/course-requirements.html,3,text/html;charset=UTF-8,200,OK,Course Requirements - PhD in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,175,1469,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Course Requirements,19,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/course-requirements.html,45326,1307,19.943907,4,3,0.67,153,121,25,22,0.889,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/course-requirements.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/index.html,3,text/html;charset=UTF-8,200,OK,PhD in Mental Health - Degree Programs - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,153,1278,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,PhD in Mental Health,20,,0,Program Goals,13,Application Deadline,20,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/index.html,42081,1067,17.78269,1,1,0.22,153,122,23,20,0.781,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/degree-programs/phd-in-mental-health/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/,1,text/html;charset=UTF-8,200,OK,Funding Opportunities - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,136,1127,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Funding Opportunities,21,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/index.html,41254,561,10.033939,64,40,8.97,160,128,23,20,1.019,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/aging-and-dementia/,2,text/html;charset=UTF-8,200,OK,Aging And Dementia Training Program - Funding Opportunities - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,174,1452,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Aging and Dementia Training Program,35,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/aging-and-dementia/index.html,39036,605,11.358512,22,19,4.26,154,122,23,20,0.897,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/aging-and-dementia/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/aging-and-dementia/index.html,2,text/html;charset=UTF-8,200,OK,Aging And Dementia Training Program - Funding Opportunities - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,174,1452,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Aging and Dementia Training Program,35,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/aging-and-dementia/index.html,39056,605,11.352694,3,3,0.67,154,123,23,20,0.708,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/aging-and-dementia/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/childrens-mental-health-services/,2,text/html;charset=UTF-8,200,OK,Childrens Mental Health Services - Funding Opportunities - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,171,1409,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Children’s Mental Health Services Training Program,50,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/childrens-mental-health-services/index.html,39448,644,11.908625,22,19,4.26,154,122,23,20,0.919,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/childrens-mental-health-services/
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/childrens-mental-health-services/index.html,2,text/html;charset=UTF-8,200,OK,Childrens Mental Health Services - Funding Opportunities - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,171,1409,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Children’s Mental Health Services Training Program,50,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/childrens-mental-health-services/index.html,39468,644,11.90259,3,3,0.67,154,123,23,20,0.771,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/childrens-mental-health-services/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/index.html,2,text/html;charset=UTF-8,200,OK,Funding Opportunities - Prospective Students and Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,136,1127,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Funding Opportunities,21,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/index.html,41274,561,10.029077,3,2,0.45,160,128,23,20,0.793,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/index.html
https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/mental-heath-services-and-systems/,2,text/html;charset=UTF-8,200,OK,Mental Health Services and Systems - funding opportunities - prospective students and fellows - mental health - departments - johns hopkins bloomberg school of public health,173,1392,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,New NIMH T32 Mental Health Services and Systems Training Grant,62,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/mental-heath-services-and-systems/index.html,40756,686,12.149097,18,15,3.36,159,126,23,20,0.942,,,,https://www.jhsph.edu/departments/mental-health/prospective-students-and-fellows/funding-opportunities/mental-heath-services-and-systems/
